機関コード,コード連番,既存の識別コード,機関名,無効化フラグ,有効開始日時,有効終了日時,バージョン情報
"0220101394301700","1","20101394301700","北海道蘭越町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101395101700","1","20101395101700","北海道ニセコ町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101396001700","1","20101396001700","北海道真狩村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101397801700","1","20101397801700","北海道留寿都村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101398601700","1","20101398601700","北海道喜茂別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101399401700","1","20101399401700","北海道京極町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101400101700","1","20101400101700","北海道倶知安町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101401001700","1","20101401001700","北海道共和町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101402801700","1","20101402801700","北海道岩内町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101403601700","1","20101403601700","北海道泊村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101404401700","1","20101404401700","北海道神恵内村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101405201700","1","20101405201700","北海道積丹町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101406101700","1","20101406101700","北海道古平町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101407901700","1","20101407901700","北海道仁木町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101408701700","1","20101408701700","北海道余市町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101409501700","1","20101409501700","北海道赤井川村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101423101700","1","20101423101700","北海道南幌町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101424901700","1","20101424901700","北海道奈井江町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101425701700","1","20101425701700","北海道上砂川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101427301700","1","20101427301700","北海道由仁町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101428101700","1","20101428101700","北海道長沼町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101429001700","1","20101429001700","北海道栗山町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101430301700","1","20101430301700","北海道月形町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101431101700","1","20101431101700","北海道浦臼町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101432001700","1","20101432001700","北海道新十津川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101433801700","1","20101433801700","北海道妹背牛町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101434601700","1","20101434601700","北海道秩父別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101436201700","1","20101436201700","北海道雨竜町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101437101700","1","20101437101700","北海道北竜町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101438901700","1","20101438901700","北海道沼田町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101452401700","1","20101452401700","北海道鷹栖町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101453201700","1","20101453201700","北海道東神楽町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101454101700","1","20101454101700","北海道当麻町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101455901700","1","20101455901700","北海道比布町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101456701700","1","20101456701700","北海道愛別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101457501700","1","20101457501700","北海道上川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101458301700","1","20101458301700","北海道東川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101459101700","1","20101459101700","北海道美瑛町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101460501700","1","20101460501700","北海道上富良野町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101461301700","1","20101461301700","北海道中富良野町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101462101700","1","20101462101700","北海道南富良野町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101463001700","1","20101463001700","北海道占冠村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101464801700","1","20101464801700","北海道和寒町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101465601700","1","20101465601700","北海道剣淵町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101468101700","1","20101468101700","北海道下川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101469901700","1","20101469901700","北海道美深町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101470201700","1","20101470201700","北海道音威子府村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101471101700","1","20101471101700","北海道中川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101472901700","1","20101472901700","北海道幌加内町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101481801700","1","20101481801700","北海道増毛町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101482601700","1","20101482601700","北海道小平町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101483401700","1","20101483401700","北海道苫前町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101484201700","1","20101484201700","北海道羽幌町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101485101700","1","20101485101700","北海道初山別村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101486901700","1","20101486901700","北海道遠別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101487701700","1","20101487701700","北海道天塩町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101511301700","1","20101511301700","北海道猿払村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101512101700","1","20101512101700","北海道浜頓別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101513001700","1","20101513001700","北海道中頓別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101514801700","1","20101514801700","北海道枝幸町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101516401700","1","20101516401700","北海道豊富町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101517201700","1","20101517201700","北海道礼文町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101518101700","1","20101518101700","北海道利尻町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101519901700","1","20101519901700","北海道利尻富士町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101520201700","1","20101520201700","北海道幌延町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101543101700","1","20101543101700","北海道美幌町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101544001700","1","20101544001700","北海道津別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101545801700","1","20101545801700","北海道斜里町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101546601700","1","20101546601700","北海道清里町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101547401700","1","20101547401700","北海道小清水町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101549101700","1","20101549101700","北海道訓子府町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101550401700","1","20101550401700","北海道置戸町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101552101700","1","20101552101700","北海道佐呂間町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101555501700","1","20101555501700","北海道遠軽町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101559801700","1","20101559801700","北海道湧別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101560101700","1","20101560101700","北海道滝上町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101561001700","1","20101561001700","北海道興部町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101562801700","1","20101562801700","北海道西興部村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101563601700","1","20101563601700","北海道雄武町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101564401700","1","20101564401700","北海道大空町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101571701700","1","20101571701700","北海道豊浦町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101575001700","1","20101575001700","北海道壮瞥町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101578401700","1","20101578401700","北海道白老町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101581401700","1","20101581401700","北海道厚真町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101584901700","1","20101584901700","北海道洞爺湖町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101585701700","1","20101585701700","北海道安平町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101586501700","1","20101586501700","北海道むかわ町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101601201700","1","20101601201700","北海道日高町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101602101700","1","20101602101700","北海道平取町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101604701700","1","20101604701700","北海道新冠町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101607101700","1","20101607101700","北海道浦河町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101608001700","1","20101608001700","北海道様似町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101609801700","1","20101609801700","北海道えりも町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101610101700","1","20101610101700","北海道新ひだか町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101631401700","1","20101631401700","北海道音更町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101632201700","1","20101632201700","北海道士幌町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101633101700","1","20101633101700","北海道上士幌町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101634901700","1","20101634901700","北海道鹿追町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101635701700","1","20101635701700","北海道新得町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101636501700","1","20101636501700","北海道清水町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101637301700","1","20101637301700","北海道芽室町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101638101700","1","20101638101700","北海道中札内村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101639001700","1","20101639001700","北海道更別村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101641101700","1","20101641101700","北海道大樹町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101642001700","1","20101642001700","北海道広尾町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101643801700","1","20101643801700","北海道幕別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101644601700","1","20101644601700","北海道池田町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101645401700","1","20101645401700","北海道豊頃町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101646201700","1","20101646201700","北海道本別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101647101700","1","20101647101700","北海道足寄町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101648901700","1","20101648901700","北海道陸別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101649701700","1","20101649701700","北海道浦幌町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101661601700","1","20101661601700","北海道釧路町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101662401700","1","20101662401700","北海道厚岸町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101663201700","1","20101663201700","北海道浜中町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101664101700","1","20101664101700","北海道標茶町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101665901700","1","20101665901700","北海道弟子屈町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101667501700","1","20101667501700","北海道鶴居村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101668301700","1","20101668301700","北海道白糠町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101691801700","1","20101691801700","北海道別海町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101692601700","1","20101692601700","北海道中標津町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101693401700","1","20101693401700","北海道標津町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220101694201700","1","20101694201700","北海道羅臼町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102201201700","1","20102201201700","青森県青森市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102202101700","1","20102202101700","青森県弘前市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102203901700","1","20102203901700","青森県八戸市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102204701700","1","20102204701700","青森県黒石市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102205501700","1","20102205501700","青森県五所川原市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102206301700","1","20102206301700","青森県十和田市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102207101700","1","20102207101700","青森県三沢市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102208001700","1","20102208001700","青森県むつ市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102209801700","1","20102209801700","青森県つがる市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102210101700","1","20102210101700","青森県平川市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102301901700","1","20102301901700","青森県平内町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220102303501700","1","20102303501700","青森県今別町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
